xml_id,dimev_idno,match_kind,bodleian_shelfmark,cat_id,cat_url,n_facsimiles,facsimile_urls,file
Bod549,Bodley 549,abbrev,MS. Bodl. 549,manuscript_1568,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1568,0,,collections/Bodl/MS_Bodl_549.xml
Bod565,Bodley 565,abbrev,MS. Bodl. 565,manuscript_1584,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1584,0,,collections/Bodl/MS_Bodl_565.xml
Bod596,Bodley 596,abbrev,MS. Bodl. 596,manuscript_1609,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1609,1,https://digital.bodleian.ox.ac.uk/objects/ba262080-c891-47c0-9593-81ab2cc0f93f/,collections/Bodl/MS_Bodl_596.xml
Bod608,Bodley 608,abbrev,MS. Bodl. 608,manuscript_1620,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1620,1,https://digital.bodleian.ox.ac.uk/objects/01b84071-f2b6-460b-a809-f700cea398c7/,collections/Bodl/MS_Bodl_608.xml
Bod622,Bodley 622,abbrev,MS. Bodl. 622,manuscript_1628,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1628,1,https://digital.bodleian.ox.ac.uk/objects/0768c338-43fc-4fc4-ac56-ab774dd3aeaa/,collections/Bodl/MS_Bodl_622.xml
Bod623,Bodley 623,abbrev,MS. Bodl. 623,manuscript_1629,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1629,1,https://digital.bodleian.ox.ac.uk/objects/9a17e0fb-c2a0-45e2-8f93-97daba215bb1/,collections/Bodl/MS_Bodl_623.xml
Bod638,Bodley 638,abbrev,MS. Bodl. 638,manuscript_1642,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1642,2,https://digital.bodleian.ox.ac.uk/objects/720cc562-25c9-4a5f-8200-8784e12066f8/ https://digital.bodleian.ox.ac.uk/objects/0abc7c82-edce-4ec8-a1bf-f808d370f140/,collections/Bodl/MS_Bodl_638.xml
Bod648,Bodley 648,abbrev,MS. Bodl. 648,manuscript_1651,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1651,0,,collections/Bodl/MS_Bodl_648.xml
Bod649,Bodley 649,abbrev,MS. Bodl. 649,manuscript_1652,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1652,0,,collections/Bodl/MS_Bodl_649.xml
Bod652,Bodley 652,abbrev,MS. Bodl. 652,manuscript_1656,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1656,1,https://digital.bodleian.ox.ac.uk/objects/0fdced13-eae0-4593-b6c5-f8bc2fa2bd26/,collections/Bodl/MS_Bodl_652.xml
Bod678,Bodley 678,abbrev,MS. Bodl. 678,manuscript_1669,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1669,0,,collections/Bodl/MS_Bodl_678.xml
Bod686,Bodley 686,abbrev,MS. Bodl. 686,manuscript_1678,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1678,2,https://digital.bodleian.ox.ac.uk/objects/91325421-201e-4b4b-9fbb-4df91fb81e8d/ https://digital.bodleian.ox.ac.uk/objects/2112764e-3793-4cea-bea5-07a29a7d104f/,collections/Bodl/MS_Bodl_686.xml
Bod687,Bodley 687,abbrev,MS. Bodl. 687,manuscript_1679,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1679,0,,collections/Bodl/MS_Bodl_687.xml
Bod692,Bodley 692,abbrev,MS. Bodl. 692,manuscript_1684,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1684,0,,collections/Bodl/MS_Bodl_692.xml
Bod693,Bodley 693,abbrev,MS. Bodl. 693,manuscript_1685,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1685,1,https://digital.bodleian.ox.ac.uk/objects/2e47443a-a69e-4695-a6e7-0d797600b52f/,collections/Bodl/MS_Bodl_693.xml
Bod758,Bodley 758,abbrev,MS. Bodl. 758,manuscript_1745,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1745,2,https://digital.bodleian.ox.ac.uk/objects/0b26393b-7f1a-4ad7-95e2-3d17d1e66508/ https://digital.bodleian.ox.ac.uk/objects/a0f840fc-ad3d-4b28-ac49-4072da1992df/,collections/Bodl/MS_Bodl_758.xml
Bod770,Bodley 770,abbrev,MS. Bodl. 770,manuscript_1756,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1756,1,https://digital.bodleian.ox.ac.uk/objects/6e6d0e0d-4290-4e87-9991-3f16611a9723/,collections/Bodl/MS_Bodl_770.xml
Bod776,Bodley 776,abbrev,MS. Bodl. 776,manuscript_1762,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1762,1,https://digital.bodleian.ox.ac.uk/objects/4221131a-a2c2-4b39-a49f-88c36b644e29/,collections/Bodl/MS_Bodl_776.xml
Bod779,Bodley 779,abbrev,MS. Bodl. 779,manuscript_1764,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1764,1,https://digital.bodleian.ox.ac.uk/objects/1ba3df6d-ebae-4c83-84ed-d8effa0ac909/,collections/Bodl/MS_Bodl_779.xml
Bod789,Bodley 789,abbrev,MS. Bodl. 789,manuscript_1774,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1774,0,,collections/Bodl/MS_Bodl_789.xml
Bod791,Bodley 791,abbrev,MS. Bodl. 791,manuscript_1777,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1777,2,https://digital.bodleian.ox.ac.uk/objects/e0e7b827-9273-45a8-87ce-7e9f095dfa0c/ https://digital.bodleian.ox.ac.uk/objects/1b105eaa-bb08-4839-a82f-0fdd114a7100/,collections/Bodl/MS_Bodl_791.xml
Bod797,Bodley 797,abbrev,MS. Bodl. 797,manuscript_1783,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1783,0,,collections/Bodl/MS_Bodl_797.xml
Bod814,Bodley 814,abbrev,MS. Bodl. 814,manuscript_1802,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1802,0,,collections/Bodl/MS_Bodl_814.xml
Bod828,Bodley 828,abbrev,MS. Bodl. 828,manuscript_1817,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1817,0,,collections/Bodl/MS_Bodl_828.xml
Bod832,Bodley 832,abbrev,MS. Bodl. 832,manuscript_1822,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1822,0,,collections/Bodl/MS_Bodl_832.xml
Bod840,Bodley 840,abbrev,MS. Bodl. 840,manuscript_1830,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1830,0,,collections/Bodl/MS_Bodl_840.xml
Bod841,Bodley 841,abbrev,MS. Bodl. 841,manuscript_1831,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1831,0,,collections/Bodl/MS_Bodl_841.xml
Bod850,Bodley 850,abbrev,MS. Bodl. 850,manuscript_1841,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1841,2,https://digital.bodleian.ox.ac.uk/objects/476b4d0f-1427-4c05-ac9f-6d544ec91a9d/ https://digital.bodleian.ox.ac.uk/objects/449cf573-63aa-47fa-bc34-71f57f472f64/,collections/Bodl/MS_Bodl_850.xml
Bod851,Bodley 851,abbrev,MS. Bodl. 851,manuscript_1842,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1842,2,https://digital.bodleian.ox.ac.uk/objects/0cecbb9e-b126-4360-b514-eb949f851b43/ https://digital.bodleian.ox.ac.uk/objects/76203ee4-9422-4055-b7ac-8549c005af0e/,collections/Bodl/MS_Bodl_851.xml
Bod857,Bodley 857,abbrev,MS. Bodl. 857,manuscript_1847,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1847,0,,collections/Bodl/MS_Bodl_857.xml
Bod859,Bodley 859,abbrev,MS. Bodl. 859,manuscript_1849,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1849,0,,collections/Bodl/MS_Bodl_859.xml
Bod902,Bodley 902,abbrev,MS. Bodl. 902,manuscript_1876,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1876,1,https://digital.bodleian.ox.ac.uk/objects/beeba398-0601-4264-b3f5-b1adb966006a/,collections/Bodl/MS_Bodl_902.xml
Bod912,Bodley 912,abbrev,MS. Bodl. 912,manuscript_1878,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1878,1,https://digital.bodleian.ox.ac.uk/objects/a853bbcb-77c3-4f64-85e0-bf53f726aa14/,collections/Bodl/MS_Bodl_912.xml
Bod921,Bodley 921,abbrev,MS. Bodl. 921,manuscript_1885,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1885,0,,collections/Bodl/MS_Bodl_921.xml
Bod939,Bodley 939,abbrev,MS. Bodl. 939,manuscript_1891,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1891,2,https://digital.bodleian.ox.ac.uk/objects/b6ed66c0-5f6b-4145-8d5a-cc98a8d35328/ https://digital.bodleian.ox.ac.uk/objects/4ead3795-8614-4803-80b3-d1c9e7079e16/,collections/Bodl/MS_Bodl_939.xml
BodRo1,Bodley Rolls 1,abbrev,MS. Bodl. Rolls 1,manuscript_1928,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1928,2,https://digital.bodleian.ox.ac.uk/objects/a7764355-8fe8-4e6b-af28-ce6e5e225c70/ https://digital.bodleian.ox.ac.uk/objects/7fb51741-f1f9-42cb-b72c-bf7c402c6be5/,collections/Bodl_rolls/MS_Bodl_Rolls_1.xml
BodRo16,Bodley Rolls 16,abbrev,MS. Bodl. Rolls 16,manuscript_1933,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1933,1,https://digital.bodleian.ox.ac.uk/objects/422b05ab-5cbc-46b3-8bd3-240485694348/,collections/Bodl_rolls/MS_Bodl_Rolls_16.xml
BodRo22,Bodley Rolls 22,abbrev,MS. Bodl. Rolls 22,manuscript_1937,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1937,1,https://digital.bodleian.ox.ac.uk/objects/cb760bd0-0e8f-407a-a7b1-9c832475c3ef/,collections/Bodl_rolls/MS_Bodl_Rolls_22.xml
BodEngTheold36,Eng. theol. d. 36,abbrev,MS. Eng. th. d. 36,manuscript_4838,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4838,0,,collections/Eng_th/MS_Eng_th_d_36.xml
BodEngTheole1,Eng. theol. e.1,abbrev,MS. Eng. th. e. 1,manuscript_4839,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4839,0,,collections/Eng_th/MS_Eng_th_e_1.xml
BodEngTheole16,Eng. theol. e.16,abbrev,MS. Eng. th. e. 16,manuscript_4840,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4840,0,,collections/Eng_th/MS_Eng_th_e_16.xml
BodEngTheole181,Eng. theol. e.181,abbrev,MS. Eng. th. e. 181,manuscript_4841,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4841,0,,collections/Eng_th/MS_Eng_th_e_181.xml
BodEngTheolf39,Eng. theol. f.39,abbrev,MS. Eng. th. f. 39,manuscript_4843,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4843,0,,collections/Eng_th/MS_Eng_th_f_39.xml
BodHatDon1,Hatton Donati 1,abbrev,MS. Hatton donat. 1,manuscript_6114,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6114,2,https://digital.bodleian.ox.ac.uk/objects/1a33982d-c856-473d-a751-1e2c2d1f5ee2/ https://digital.bodleian.ox.ac.uk/objects/6f5c2c85-fde6-49d9-b208-c51635670f89/,collections/Hatton/MS_Hatton_donat_1.xml
BodLatLitE10,Bodl. Lat. liturg. e.10,abbrev,MS. Lat. liturg. e. 10,manuscript_6487,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6487,0,,collections/Lat_liturg/MS_Lat_liturg_e_10.xml
BodLatLitE17,Bodl. Lat. liturg. e.17,abbrev,MS. Lat. liturg. e. 17,manuscript_6493,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6493,2,https://digital.bodleian.ox.ac.uk/objects/f4ef7487-b9a0-4076-bf98-967687d90f29/ https://digital.bodleian.ox.ac.uk/objects/02e941be-2953-45c0-a1c7-5b22ff543bb9/,collections/Lat_liturg/MS_Lat_liturg_e_17.xml
BodLatLitE47,Bodl. Lat. liturg. e.47,abbrev,MS. Lat. liturg. e. 47,manuscript_6511,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6511,1,https://digital.bodleian.ox.ac.uk/objects/83ee0112-5d60-45c8-8aa9-a2687253dfc4/,collections/Lat_liturg/MS_Lat_liturg_e_47.xml
BodLatLitG1,Bodl. Lat. liturg. g.1,abbrev,MS. Lat. liturg. g. 1,manuscript_6550,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6550,1,https://digital.bodleian.ox.ac.uk/objects/dbf730d1-d7c3-4c93-ad1d-445e53cd0019/,collections/Lat_liturg/MS_Lat_liturg_g_1.xml
BodLatLitG8,Bodl. Lat. liturg. g.8,abbrev,MS. Lat. liturg. g. 8,manuscript_6556,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6556,0,,collections/Lat_liturg/MS_Lat_liturg_g_8.xml
BodLatTheD1,Lat. theol. d.1,abbrev,MS. Lat. th. d. 1,manuscript_6722,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6722,0,,collections/Lat_th/MS_Lat_th_d_1.xml
BodLatTheD15,Lat. theol. d.15,abbrev,MS. Lat. th. d. 15,manuscript_6727,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_6727,0,,collections/Lat_th/MS_Lat_th_d_15.xml
BodeMus1,e Musaeo 1,abbrev,MS. e Mus. 1,manuscript_9070,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9070,1,https://digital.bodleian.ox.ac.uk/objects/0f2d977d-dd3a-4eec-a275-560a15d206ca/,collections/e_Mus/MS_e_Mus_1.xml
BodeMus23,e Musaeo 23,abbrev,MS. e Mus. 23,manuscript_9123,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9123,1,https://digital.bodleian.ox.ac.uk/objects/00017123-fae2-4c64-99c2-a33e90ac808b/,collections/e_Mus/MS_e_Mus_23.xml
BodeMus35,e Musaeo 35,abbrev,MS. e Mus. 35,manuscript_9142,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9142,1,https://digital.bodleian.ox.ac.uk/objects/c2e87c56-9dc7-4e80-a7bf-38d23315619c/,collections/e_Mus/MS_e_Mus_35.xml
BodeMus52,e Musaeo 52,abbrev,MS. e Mus. 52,manuscript_9150,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9150,0,,collections/e_Mus/MS_e_Mus_52.xml
BodeMus53,e Musaeo 53,abbrev,MS. e Mus. 53,manuscript_9151,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9151,1,https://digital.bodleian.ox.ac.uk/objects/1e7a0c58-e76c-44fc-8adb-3468d613e499/,collections/e_Mus/MS_e_Mus_53.xml
BodeMus63,e Musaeo 63,abbrev,MS. e Mus. 63,manuscript_9156,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9156,0,,collections/e_Mus/MS_e_Mus_63.xml
BodeMus76,e Musaeo 76,abbrev,MS. e Mus. 76,manuscript_9161,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9161,0,,collections/e_Mus/MS_e_Mus_76.xml
BodeMus86,e Musaeo 86,abbrev,MS. e Mus. 86,manuscript_9166,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9166,0,,collections/e_Mus/MS_e_Mus_86.xml
BodeMus88,e Musaeo 88,abbrev,MS. e Mus. 88,manuscript_9168,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9168,0,,collections/e_Mus/MS_e_Mus_88.xml
BodeMus124,e Musaeo 124,abbrev,MS. e Mus. 124,manuscript_9081,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9081,0,,collections/e_Mus/MS_e_Mus_124.xml
BodeMus160,e Musaeo 160,abbrev,MS. e Mus. 160,manuscript_9095,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9095,1,https://digital.bodleian.ox.ac.uk/objects/999b4f11-2af4-4a7b-a8da-87153124b5ac/,collections/e_Mus/MS_e_Mus_160.xml
BodeMus181,e Musaeo 181,abbrev,MS. e Mus. 181,manuscript_9099,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9099,0,,collections/e_Mus/MS_e_Mus_181.xml
BodeMus232,e Musaeo 232,abbrev,MS. e Mus. 232,manuscript_9125,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9125,0,,collections/e_Mus/MS_e_Mus_232.xml
BodRawA273,Rawlinson A.273,abbrev,MS. Rawl. A. 273,manuscript_7901,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7901,0,,collections/Rawl_A/MS_Rawl_A_273.xml
BodRawA338,Rawlinson A.338,abbrev,MS. Rawl. A. 338,manuscript_7907,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7907,0,,collections/Rawl_A/MS_Rawl_A_338.xml
BodRawA362,Rawlinson A.362,abbrev,MS. Rawl. A. 362,manuscript_7915,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7915,0,,collections/Rawl_A/MS_Rawl_A_362.xml
BodRawA366,Rawlinson A.366,abbrev,MS. Rawl. A. 366,manuscript_7918,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7918,0,,collections/Rawl_A/MS_Rawl_A_366.xml
BodRawA389,Rawlinson A.389,abbrev,MS. Rawl. A. 389,manuscript_7938,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7938,1,https://digital.bodleian.ox.ac.uk/objects/feee4221-54bc-49c8-a4a0-721a304ac2e1/,collections/Rawl_A/MS_Rawl_A_389.xml
BodRawB171,Rawlinson B.171,abbrev,MS. Rawl. B. 171,manuscript_7984,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7984,1,https://digital.bodleian.ox.ac.uk/objects/215f04fb-d707-4232-bfb2-250c84b8571c/,collections/Rawl_B/MS_Rawl_B_171.xml
BodRawB190,Rawlinson B.190,abbrev,MS. Rawl. B. 190,manuscript_7993,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7993,0,,collections/Rawl_B/MS_Rawl_B_190.xml
BodRawB196,Rawlinson B.196,abbrev,MS. Rawl. B. 196,manuscript_7999,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_7999,0,,collections/Rawl_B/MS_Rawl_B_196.xml
BodRawB214,Rawlinson B.214,abbrev,MS. Rawl. B. 214,manuscript_8004,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8004,1,https://digital.bodleian.ox.ac.uk/objects/2affc3ab-9e55-4b94-997f-af9c74b184fe/,collections/Rawl_B/MS_Rawl_B_214.xml
BodRawB216,Rawlinson B.216,abbrev,MS. Rawl. B. 216,manuscript_8005,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8005,0,,collections/Rawl_B/MS_Rawl_B_216.xml
BodRawB306,Rawlinson B.306,abbrev,MS. Rawl. B. 306,manuscript_8016,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8016,0,,collections/Rawl_B/MS_Rawl_B_306.xml
BodRawB332,Rawlinson B.332,abbrev,MS. Rawl. B. 332,manuscript_8022,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8022,0,,collections/Rawl_B/MS_Rawl_B_332.xml
BodRawB408,Rawlinson B.408,abbrev,MS. Rawl. B. 408,manuscript_8035,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8035,0,,collections/Rawl_B/MS_Rawl_B_408.xml
BodRawC22,Rawlinson C.22,abbrev,MS. Rawl. C. 22,manuscript_8126,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8126,0,,collections/Rawl_C/MS_Rawl_C_22.xml
BodRawC35,Rawlinson C.35,abbrev,MS. Rawl. C. 35,manuscript_8189,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8189,0,,collections/Rawl_C/MS_Rawl_C_35.xml
BodRawC48,Rawlinson C.48,abbrev,MS. Rawl. C. 48,manuscript_8234,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8234,1,https://digital.bodleian.ox.ac.uk/objects/bd23ec63-cfd2-4bd4-be49-24139086050d/,collections/Rawl_C/MS_Rawl_C_48.xml
BodRawC72,Rawlinson C.72,abbrev,MS. Rawl. C. 72,manuscript_8330,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8330,0,,collections/Rawl_C/MS_Rawl_C_72.xml
BodRawC81,Rawlinson C.81,abbrev,MS. Rawl. C. 81,manuscript_8347,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8347,1,https://digital.bodleian.ox.ac.uk/objects/ad6e26fa-74e2-41b7-80ad-c0b248544b2b/,collections/Rawl_C/MS_Rawl_C_81.xml
BodRawC83,Rawlinson C.83,abbrev,MS. Rawl. C. 83,manuscript_8357,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8357,0,,collections/Rawl_C/MS_Rawl_C_83.xml
BodRawC86,Rawlinson C.86,abbrev,MS. Rawl. C. 86,manuscript_8359,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8359,2,https://digital.bodleian.ox.ac.uk/objects/de729c5e-1a4e-40ad-b23b-186ebba1a92c/ https://digital.bodleian.ox.ac.uk/objects/1e791f67-ab09-4a31-aad4-a62826fd39f6/,collections/Rawl_C/MS_Rawl_C_86.xml
BodRawC285,Rawlinson C.285,abbrev,MS. Rawl. C. 285,manuscript_8150,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8150,0,,collections/Rawl_C/MS_Rawl_C_285.xml
BodRawC288,Rawlinson C.288,abbrev,MS. Rawl. C. 288,manuscript_8153,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8153,0,,collections/Rawl_C/MS_Rawl_C_288.xml
BodRawC301,Rawlinson C.301,abbrev,MS. Rawl. C. 301,manuscript_8162,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8162,0,,collections/Rawl_C/MS_Rawl_C_301.xml
BodRawC307,Rawlinson C.307,abbrev,MS. Rawl. C. 307,manuscript_8164,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8164,0,,collections/Rawl_C/MS_Rawl_C_307.xml
BodRawC316,Rawlinson C.316,abbrev,MS. Rawl. C. 316,manuscript_8170,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8170,0,,collections/Rawl_C/MS_Rawl_C_316.xml
BodRawC317,Rawlinson C.317,abbrev,MS. Rawl. C. 317,manuscript_8171,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8171,0,,collections/Rawl_C/MS_Rawl_C_317.xml
BodRawC319,Rawlinson C.319,abbrev,MS. Rawl. C. 319,manuscript_8172,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8172,0,,collections/Rawl_C/MS_Rawl_C_319.xml
BodRawC401,Rawlinson C.401,abbrev,MS. Rawl. C. 401,manuscript_8206,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8206,0,,collections/Rawl_C/MS_Rawl_C_401.xml
BodRawC446,Rawlinson C.446,abbrev,MS. Rawl. C. 446,manuscript_8218,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8218,1,https://digital.bodleian.ox.ac.uk/objects/c80daf42-7f59-4b12-82e8-5720f6255e0d/,collections/Rawl_C/MS_Rawl_C_446.xml
BodRawC448,Rawlinson C.448,abbrev,MS. Rawl. C. 448,manuscript_8220,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8220,0,,collections/Rawl_C/MS_Rawl_C_448.xml
BodRawC506,Rawlinson C.506,abbrev,MS. Rawl. C. 506,manuscript_8244,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8244,1,https://digital.bodleian.ox.ac.uk/objects/1bae5054-abf6-47e3-ac36-513655a6a35d/,collections/Rawl_C/MS_Rawl_C_506.xml
BodRawC510,Rawlinson C.510,abbrev,MS. Rawl. C. 510,manuscript_8248,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8248,0,,collections/Rawl_C/MS_Rawl_C_510.xml
BodRawC534,Rawlinson C.534,abbrev,MS. Rawl. C. 534,manuscript_8255,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8255,0,,collections/Rawl_C/MS_Rawl_C_534.xml
BodRawC572,Rawlinson C.572,abbrev,MS. Rawl. C. 572,manuscript_8282,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8282,0,,collections/Rawl_C/MS_Rawl_C_572.xml
BodRawC641,Rawlinson C.641,abbrev,MS. Rawl. C. 641,manuscript_8297,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8297,0,,collections/Rawl_C/MS_Rawl_C_641.xml
BodRawC655,Rawlinson C.655,abbrev,MS. Rawl. C. 655,manuscript_8298,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8298,1,https://digital.bodleian.ox.ac.uk/objects/44cda2c3-88c9-4049-ad26-e8355c3b3478/,collections/Rawl_C/MS_Rawl_C_655.xml
BodRawC662,Rawlinson C.662,abbrev,MS. Rawl. C. 662,manuscript_8303,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8303,0,,collections/Rawl_C/MS_Rawl_C_662.xml
BodRawC670,Rawlinson C.670,abbrev,MS. Rawl. C. 670,manuscript_8312,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8312,0,,collections/Rawl_C/MS_Rawl_C_670.xml
BodRawC699,Rawlinson C.699,abbrev,MS. Rawl. C. 699,manuscript_8323,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8323,1,https://digital.bodleian.ox.ac.uk/objects/23ce6fb1-535f-4df5-a5ea-624189161b30/,collections/Rawl_C/MS_Rawl_C_699.xml
BodRawC813,Rawlinson C.813,abbrev,MS. Rawl. C. 813,manuscript_8348,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8348,0,,collections/Rawl_C/MS_Rawl_C_813.xml
BodRawC884,Rawlinson C.884,abbrev,MS. Rawl. C. 884,manuscript_8364,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8364,0,,collections/Rawl_C/MS_Rawl_C_884.xml
BodRawC890,Rawlinson C.890,abbrev,MS. Rawl. C. 890,manuscript_8368,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8368,0,,collections/Rawl_C/MS_Rawl_C_890.xml
BodRawC891,Rawlinson C.891,abbrev,MS. Rawl. C. 891,manuscript_8369,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8369,0,,collections/Rawl_C/MS_Rawl_C_891.xml
BodRawD82,Rawlinson D.82,abbrev,MS. Rawl. D. 82,manuscript_8465,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8465,0,,collections/Rawl_D/MS_Rawl_D_82.xml
BodRawD251,Rawlinson D.251,abbrev,MS. Rawl. D. 251,manuscript_8427,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8427,0,,collections/Rawl_D/MS_Rawl_D_251.xml
BodRawD328,Rawlinson D.328,abbrev,MS. Rawl. D. 328,manuscript_8434,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8434,1,https://digital.bodleian.ox.ac.uk/objects/67c8da0e-425f-456e-bd5c-3c9b90ba772b/,collections/Rawl_D/MS_Rawl_D_328.xml
BodRawD893,Rawlinson D.893,abbrev,MS. Rawl. D. 893,manuscript_8468,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8468,1,https://digital.bodleian.ox.ac.uk/objects/9d8a82ea-f4ea-466a-9ae7-9131708036bd/,collections/Rawl_D/MS_Rawl_D_893.xml
BodRawD913,Rawlinson D.913,abbrev,MS. Rawl. D. 913,manuscript_8471,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8471,1,https://digital.bodleian.ox.ac.uk/objects/e587f7ee-c786-4659-8486-c104d5633fe9/,collections/Rawl_D/MS_Rawl_D_913.xml
