xml_id,dimev_idno,match_kind,bodleian_shelfmark,cat_id,cat_url,n_facsimiles,facsimile_urls,file
BodArcSelB8,Arch. Selden B. 8,exact,MS. Arch. Selden. B. 8,manuscript_10020,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_10020,0,,collections/Arch_Selden/MS_Arch_Selden_B_8.xml
BodArcSelB10,Arch. Selden B. 10,exact,MS. Arch. Selden. B. 10,manuscript_8837,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8837,4,https://digital.bodleian.ox.ac.uk/objects/270c6bf0-258e-4911-8125-ad177ac4e1af/ https://digital.bodleian.ox.ac.uk/objects/332724d3-3465-4c35-9ba4-4d2cfe4ec8e8/ https://digital.bodleian.ox.ac.uk/objects/bf1a8d99-7cfb-4b54-ae89-230b6e475d37/ https://digital.bodleian.ox.ac.uk/objects/1ddea34c-b07c-4371-9623-0af8d20ee828/,collections/Arch_Selden/MS_Arch_Selden_B_10.xml
BodArcSelB11,Arch. Selden B. 11,exact,MS. Arch. Selden. B. 11,manuscript_8838,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8838,0,,collections/Arch_Selden/MS_Arch_Selden_B_11.xml
BodArcSelB14,Arch. Selden B. 14,exact,MS. Arch. Selden. B. 14,manuscript_8840,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8840,1,https://digital.bodleian.ox.ac.uk/objects/d163fb1e-6845-47de-80ba-ecb9ea67c46d/,collections/Arch_Selden/MS_Arch_Selden_B_14.xml
BodArcSelB24,Arch. Selden B. 24,exact,MS. Arch. Selden. B. 24,manuscript_8849,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8849,2,https://digital.bodleian.ox.ac.uk/objects/ea06c02c-cd3b-4bb7-9849-7a6813f99981/ https://digital.bodleian.ox.ac.uk/objects/cf732c16-c449-4e38-984f-7c81a67ff006/,collections/Arch_Selden/MS_Arch_Selden_B_24.xml
BodArcSelB26,Arch. Selden B. 26,exact,MS. Arch. Selden. B. 26,manuscript_8851,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8851,2,https://digital.bodleian.ox.ac.uk/objects/11d9f36c-2e48-47d3-b7a3-a9decd76fd28/ https://digital.bodleian.ox.ac.uk/objects/ce94b682-e2bd-4753-a435-56a206a5ae66/,collections/Arch_Selden/MS_Arch_Selden_B_26.xml
BodSelSup23,Selden Supra 23,exact,MS. Selden Supra 23,manuscript_8896,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8896,0,,collections/Selden_supra/MS_Selden_Supra_23.xml
BodSelSup52,Selden Supra 52,exact,MS. Selden Supra 52,manuscript_8922,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8922,0,,collections/Selden_supra/MS_Selden_Supra_52.xml
BodSelSup53,Selden Supra 53,exact,MS. Selden Supra 53,manuscript_8923,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8923,2,https://digital.bodleian.ox.ac.uk/objects/1d8b2d0a-4dc8-4597-9ef6-a3d8d55cd995/ https://digital.bodleian.ox.ac.uk/objects/cd9a07cd-d7cd-43b6-b0af-d507646dd4e8/,collections/Selden_supra/MS_Selden_Supra_53.xml
BodSelSup56,Selden Supra 56,exact,MS. Selden Supra 56,manuscript_8926,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8926,0,,collections/Selden_supra/MS_Selden_Supra_56.xml
BodSelSup73,Selden Supra 73,exact,MS. Selden Supra 73,manuscript_8937,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8937,0,,collections/Selden_supra/MS_Selden_Supra_73.xml
BodSelSup74,Selden Supra 74,exact,MS. Selden Supra 74,manuscript_8938,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8938,1,https://digital.bodleian.ox.ac.uk/objects/5c24fec9-c6f7-40b1-84a0-dfb7108b62a9/,collections/Selden_supra/MS_Selden_Supra_74.xml
BodArcSelSup90,Selden Supra 90,exact,MS. Selden Supra 90,manuscript_8950,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_8950,1,https://digital.bodleian.ox.ac.uk/objects/63d46734-a46b-4251-a6c6-9c83387ac83b/,collections/Selden_supra/MS_Selden_Supra_90.xml
BodAsh8,Ashmole 8,exact,MS. Ashmole 8,manuscript_384,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_384,1,https://digital.bodleian.ox.ac.uk/objects/50d4436d-40cc-42be-9e18-667d40d0e184/,collections/Ashmole/MS_Ashmole_8.xml
BodAsh33,Ashmole 33,exact,MS. Ashmole 33,manuscript_319,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_319,1,https://digital.bodleian.ox.ac.uk/objects/1bdb3aa4-bd6c-408b-a4c9-bde6cfec15c3/,collections/Ashmole/MS_Ashmole_33.xml
BodAsh34,Ashmole 34,exact,MS. Ashmole 34,manuscript_322,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_322,1,https://digital.bodleian.ox.ac.uk/objects/53c3f27c-068c-4f92-b30a-7b5aad5db700/,collections/Ashmole/MS_Ashmole_34.xml
BodAsh35,Ashmole 35,exact,MS. Ashmole 35,manuscript_331,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_331,1,https://digital.bodleian.ox.ac.uk/objects/03800c8f-a492-4efd-b13a-7a20c8c24b34/,collections/Ashmole/MS_Ashmole_35.xml
BodAsh39,Ashmole 39,exact,MS. Ashmole 39,manuscript_338,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_338,1,https://digital.bodleian.ox.ac.uk/objects/f19ff473-c438-4370-a484-a7d6ef7fddc7/,collections/Ashmole/MS_Ashmole_39.xml
BodAsh40,Ashmole 40,exact,MS. Ashmole 40,manuscript_344,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_344,0,,collections/Ashmole/MS_Ashmole_40.xml
BodAsh41,Ashmole 41,exact,MS. Ashmole 41,manuscript_345,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_345,1,https://digital.bodleian.ox.ac.uk/objects/fb889d1d-5ab7-42dd-bff2-f1d8fbcf2080/,collections/Ashmole/MS_Ashmole_41.xml
BodAsh42,Ashmole 42,exact,MS. Ashmole 42,manuscript_346,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_346,0,,collections/Ashmole/MS_Ashmole_42.xml
BodAsh43,Ashmole 43,exact,MS. Ashmole 43,manuscript_348,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_348,1,https://digital.bodleian.ox.ac.uk/objects/b5695dfe-9ff5-4633-8452-bdadcedba3e8/,collections/Ashmole/MS_Ashmole_43.xml
BodAsh44,Ashmole 44,exact,MS. Ashmole 44,manuscript_349,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_349,1,https://digital.bodleian.ox.ac.uk/objects/72f3f3f4-bc78-476a-bbcb-0578d4686135/,collections/Ashmole/MS_Ashmole_44.xml
BodAsh45I,"Ashmole 45, Part I",exact,MS. Ashmole 45,manuscript_350,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_350,1,https://digital.bodleian.ox.ac.uk/objects/99752f8c-69af-42d9-92dc-0c6920d289b1/,collections/Ashmole/MS_Ashmole_45.xml
BodAsh45II,"Ashmole 45, Part II",exact,MS. Ashmole 45,manuscript_350,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_350,1,https://digital.bodleian.ox.ac.uk/objects/99752f8c-69af-42d9-92dc-0c6920d289b1/,collections/Ashmole/MS_Ashmole_45.xml
BodAsh45III,"Ashmole 45, Part III",exact,MS. Ashmole 45,manuscript_350,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_350,1,https://digital.bodleian.ox.ac.uk/objects/99752f8c-69af-42d9-92dc-0c6920d289b1/,collections/Ashmole/MS_Ashmole_45.xml
BodAsh46,Ashmole 46,exact,MS. Ashmole 46,manuscript_351,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_351,1,https://digital.bodleian.ox.ac.uk/objects/f873335e-5c67-4f2d-af36-ba82a4682889/,collections/Ashmole/MS_Ashmole_46.xml
BodAsh52,Ashmole 52,exact,MS. Ashmole 52,manuscript_353,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_353,0,,collections/Ashmole/MS_Ashmole_52.xml
BodAsh59,Ashmole 59,exact,MS. Ashmole 59,manuscript_356,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_356,0,,collections/Ashmole/MS_Ashmole_59.xml
BodAsh60,Ashmole 60,exact,MS. Ashmole 60,manuscript_358,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_358,0,,collections/Ashmole/MS_Ashmole_60.xml
BodAsh61,Ashmole 61,exact,MS. Ashmole 61,manuscript_359,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_359,2,https://digital.bodleian.ox.ac.uk/objects/69462c25-b481-4643-9942-34f7243ea921/ https://digital.bodleian.ox.ac.uk/objects/13230b1f-f5a2-4868-a05e-ff0c8ed8c5f8/,collections/Ashmole/MS_Ashmole_61.xml
BodAsh189,Ashmole 189,exact,MS. Ashmole 189,manuscript_313,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_313,0,,collections/Ashmole/MS_Ashmole_189.xml
BodAsh191,Ashmole 191,exact,MS. Ashmole 191,manuscript_314,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_314,1,https://digital.bodleian.ox.ac.uk/objects/2a4a5318-a490-4f79-8ad9-b3b0bfff6968/,collections/Ashmole/MS_Ashmole_191.xml
BodAsh191IV,"Ashmole 191, Part IV",exact,MS. Ashmole 191,manuscript_314,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_314,1,https://digital.bodleian.ox.ac.uk/objects/2a4a5318-a490-4f79-8ad9-b3b0bfff6968/,collections/Ashmole/MS_Ashmole_191.xml
BodAsh210,Ashmole 210,exact,MS. Ashmole 210,manuscript_315,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_315,1,https://digital.bodleian.ox.ac.uk/objects/989ccf57-3ae3-4d6c-9d26-30c936a4c940/,collections/Ashmole/MS_Ashmole_210.xml
BodAsh337,Ashmole 337,exact,MS. Ashmole 337,manuscript_321,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_321,0,,collections/Ashmole/MS_Ashmole_337.xml
BodAsh343IX,"Ashmole 343, Part IX",exact,MS. Ashmole 343,manuscript_326,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_326,0,,collections/Ashmole/MS_Ashmole_343.xml
BodAsh349I,"Ashmole 349, Part I",exact,MS. Ashmole 349,manuscript_330,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_330,0,,collections/Ashmole/MS_Ashmole_349.xml
BodAsh360I,"Ashmole 360, Part I",exact,MS. Ashmole 360,manuscript_333,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_333,1,https://digital.bodleian.ox.ac.uk/objects/b601f070-6fcf-4c40-8b2f-31f1e79b9b34/,collections/Ashmole/MS_Ashmole_360.xml
BodAsh360VII,"Ashmole 360, Part VII",exact,MS. Ashmole 360,manuscript_333,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_333,1,https://digital.bodleian.ox.ac.uk/objects/b601f070-6fcf-4c40-8b2f-31f1e79b9b34/,collections/Ashmole/MS_Ashmole_360.xml
BodAsh391II,"Ashmole 391, Part II",exact,MS. Ashmole 391,manuscript_339,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_339,2,https://digital.bodleian.ox.ac.uk/objects/82a37a79-d751-41bb-b080-538e7039f048/ https://digital.bodleian.ox.ac.uk/objects/9cb2e1c8-131f-400c-aff1-0d05c21afe8a/,collections/Ashmole/MS_Ashmole_391.xml
BodAsh391II5,"Ashmole 391, Part II.5",exact,MS. Ashmole 391,manuscript_339,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_339,2,https://digital.bodleian.ox.ac.uk/objects/82a37a79-d751-41bb-b080-538e7039f048/ https://digital.bodleian.ox.ac.uk/objects/9cb2e1c8-131f-400c-aff1-0d05c21afe8a/,collections/Ashmole/MS_Ashmole_391.xml
BodAsh750,Ashmole 750,exact,MS. Ashmole 750,manuscript_362,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_362,0,,collections/Ashmole/MS_Ashmole_750.xml
BodAsh751,Ashmole 751,exact,MS. Ashmole 751,manuscript_363,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_363,0,,collections/Ashmole/MS_Ashmole_751.xml
BodAsh754,Ashmole 754,exact,MS. Ashmole 754,manuscript_365,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_365,0,,collections/Ashmole/MS_Ashmole_754.xml
BodAsh759,Ashmole 759,exact,MS. Ashmole 759,manuscript_368,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_368,0,,collections/Ashmole/MS_Ashmole_759.xml
BodAsh970,Ashmole 970,exact,MS. Ashmole 970,manuscript_397,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_397,0,,collections/Ashmole/MS_Ashmole_970.xml
BodAsh1113,Ashmole 1113,exact,MS. Ashmole 1113,manuscript_210,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_210,0,,collections/Ashmole/MS_Ashmole_1113.xml
BodAsh1146,Ashmole 1146,exact,MS. Ashmole 1146,manuscript_216,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_216,0,,collections/Ashmole/MS_Ashmole_1146.xml
BodAsh1152,Ashmole 1152,exact,MS. Ashmole 1152,manuscript_218,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_218,0,,collections/Ashmole/MS_Ashmole_1152.xml
BodAsh1280,Ashmole 1280,exact,MS. Ashmole 1280,manuscript_222,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_222,0,,collections/Ashmole/MS_Ashmole_1280.xml
BodAsh1285,Ashmole 1285,exact,MS. Ashmole 1285,manuscript_225,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_225,0,,collections/Ashmole/MS_Ashmole_1285.xml
BodAsh1378,"Ashmole 1378, Parts II, III",exact,MS. Ashmole 1378,manuscript_9974,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_9974,0,,collections/Ashmole/MS_Ashmole_1378.xml
BodAsh1379,Ashmole 1379,exact,MS. Ashmole 1379,manuscript_235,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_235,0,,collections/Ashmole/MS_Ashmole_1379.xml
BodAsh1393,Ashmole 1393,exact,MS. Ashmole 1393,manuscript_240,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_240,1,https://digital.bodleian.ox.ac.uk/objects/b8ec26c7-6f17-42a4-9643-6ae1b3d31d03/,collections/Ashmole/MS_Ashmole_1393.xml
BodAsh1397,Ashmole 1397,exact,MS. Ashmole 1397,manuscript_242,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_242,0,,collections/Ashmole/MS_Ashmole_1397.xml
BodAsh1404,Ashmole 1404,exact,MS. Ashmole 1404,manuscript_245,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_245,0,,collections/Ashmole/MS_Ashmole_1404.xml
BodAsh1416,Ashmole 1416,exact,MS. Ashmole 1416,manuscript_248,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_248,0,,collections/Ashmole/MS_Ashmole_1416.xml
BodAsh1438,"Ashmole 1438, Parts II, III",exact,MS. Ashmole 1438,manuscript_258,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_258,0,,collections/Ashmole/MS_Ashmole_1438.xml
BodAsh1441,Ashmole 1441,exact,MS. Ashmole 1441,manuscript_260,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_260,0,,collections/Ashmole/MS_Ashmole_1441.xml
BodAsh1444,"Ashmole 1444, Part III",exact,MS. Ashmole 1444,manuscript_262,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_262,0,,collections/Ashmole/MS_Ashmole_1444.xml
BodAsh1448,Ashmole 1448,exact,MS. Ashmole 1448,manuscript_264,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_264,0,,collections/Ashmole/MS_Ashmole_1448.xml
BodAsh1450,"Ashmole 1450, Part VII",exact,MS. Ashmole 1450,manuscript_265,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_265,0,,collections/Ashmole/MS_Ashmole_1450.xml
BodAsh1451,Ashmole 1451,exact,MS. Ashmole 1451,manuscript_266,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_266,0,,collections/Ashmole/MS_Ashmole_1451.xml
BodAsh1468III,"Ashmole 1468, Part III",exact,MS. Ashmole 1468,manuscript_270,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_270,0,,collections/Ashmole/MS_Ashmole_1468.xml
BodAsh1477,"Ashmole 1477, Parts II, III",exact,MS. Ashmole 1477,manuscript_275,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_275,0,,collections/Ashmole/MS_Ashmole_1477.xml
BodAsh1478,"Ashmole 1478, Parts I, II",exact,MS. Ashmole 1478,manuscript_276,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_276,0,,collections/Ashmole/MS_Ashmole_1478.xml
BodAsh1479,Ashmole 1479,exact,MS. Ashmole 1479,manuscript_277,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_277,0,,collections/Ashmole/MS_Ashmole_1479.xml
BodAsh1480,Ashmole 1480,exact,MS. Ashmole 1480,manuscript_278,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_278,0,,collections/Ashmole/MS_Ashmole_1480.xml
BodAsh1481,Ashmole 1481,exact,MS. Ashmole 1481,manuscript_279,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_279,0,,collections/Ashmole/MS_Ashmole_1481.xml
BodAsh1485,"Ashmole 1485, Part III.ii",exact,MS. Ashmole 1485,manuscript_280,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_280,0,,collections/Ashmole/MS_Ashmole_1485.xml
BodAsh1486,Ashmole 1486,exact,MS. Ashmole 1486,manuscript_281,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_281,0,,collections/Ashmole/MS_Ashmole_1486.xml
BodAsh1486I,"Ashmole 1486, Part I",exact,MS. Ashmole 1486,manuscript_281,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_281,0,,collections/Ashmole/MS_Ashmole_1486.xml
BodAsh1486III,"Ashmole 1486, Part III",exact,MS. Ashmole 1486,manuscript_281,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_281,0,,collections/Ashmole/MS_Ashmole_1486.xml
BodAsh1492,Ashmole 1492,exact,MS. Ashmole 1492,manuscript_283,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_283,0,,collections/Ashmole/MS_Ashmole_1492.xml
BodAsh1518,Ashmole 1518,exact,MS. Ashmole 1518,manuscript_294,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_294,0,,collections/Ashmole/MS_Ashmole_1518.xml
BodAsh1524,"Ashmole 1524, Part VI",exact,MS. Ashmole 1524,manuscript_299,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_299,1,https://digital.bodleian.ox.ac.uk/objects/a53ffbe2-7a2f-4764-bea2-9ed1323cd7a3/,collections/Ashmole/MS_Ashmole_1524.xml
BodAuctF516,Auct. F. 5.16,exact,MS. Auct. F. 5. 16,manuscript_687,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_687,0,,collections/Auct_F/MS_Auct_F_5_16.xml
BodBar20,Barlow 20,exact,MS. Barlow 20,manuscript_882,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_882,1,https://digital.bodleian.ox.ac.uk/objects/7a0fb04a-8d19-4499-8882-1d8eba966624/,collections/Barlow/MS_Barlow_20.xml
BodBar24,Barlow 24,exact,MS. Barlow 24,manuscript_886,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_886,0,,collections/Barlow/MS_Barlow_24.xml
BodBar33,Barlow 33,exact,MS. Barlow 33,manuscript_896,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_896,1,https://digital.bodleian.ox.ac.uk/objects/6050e3db-01cf-470c-94fd-94a883e74869/,collections/Barlow/MS_Barlow_33.xml
BodDig2,Digby 2,exact,MS. Digby 2,manuscript_4319,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4319,0,,collections/Digby/MS_Digby_2.xml
BodDig4,Digby 4,exact,MS. Digby 4,manuscript_4376,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4376,0,,collections/Digby/MS_Digby_4.xml
BodDig14,Digby 14,exact,MS. Digby 14,manuscript_4256,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4256,1,https://digital.bodleian.ox.ac.uk/objects/89249865-a7c8-45be-87f1-755cbbba0c06/,collections/Digby/MS_Digby_14.xml
BodDig18,Digby 18,exact,MS. Digby 18,manuscript_4299,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4299,0,,collections/Digby/MS_Digby_18.xml
BodDig20,Digby 20,exact,MS. Digby 20,manuscript_4320,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4320,1,https://digital.bodleian.ox.ac.uk/objects/73707025-ce6d-4995-8537-baf4dbc3b163/,collections/Digby/MS_Digby_20.xml
BodDig41,Digby 41,exact,MS. Digby 41,manuscript_4378,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4378,0,,collections/Digby/MS_Digby_41.xml
BodDig45,Digby 45,exact,MS. Digby 45,manuscript_4382,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4382,0,,collections/Digby/MS_Digby_45.xml
BodDig53,Digby 53,exact,MS. Digby 53,manuscript_4391,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4391,0,,collections/Digby/MS_Digby_53.xml
BodDig55,Digby 55,exact,MS. Digby 55,manuscript_4393,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4393,0,,collections/Digby/MS_Digby_55.xml
BodDig75,Digby 75,exact,MS. Digby 75,manuscript_4414,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4414,0,,collections/Digby/MS_Digby_75.xml
BodDig86,Digby 86,exact,MS. Digby 86,manuscript_4426,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4426,2,https://digital.bodleian.ox.ac.uk/objects/2d6dfc9f-2ab9-46bf-9b32-e52f0e6eabb3/ https://digital.bodleian.ox.ac.uk/objects/10ff1c2f-acd3-4370-b276-a7ad739d2dae/,collections/Digby/MS_Digby_86.xml
BodDig87,Digby 87,exact,MS. Digby 87,manuscript_4427,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4427,0,,collections/Digby/MS_Digby_87.xml
BodDig88,Digby 88,exact,MS. Digby 88,manuscript_4428,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4428,1,https://digital.bodleian.ox.ac.uk/objects/3e172a17-daab-411f-b96e-41709d80aff6/,collections/Digby/MS_Digby_88.xml
BodDig95,Digby 95,exact,MS. Digby 95,manuscript_4435,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4435,0,,collections/Digby/MS_Digby_95.xml
BodDig99,Digby 99,exact,MS. Digby 99,manuscript_4439,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4439,1,https://digital.bodleian.ox.ac.uk/objects/359c5094-d9a6-4bc9-a310-7dc1a6e027b7/,collections/Digby/MS_Digby_99.xml
BodDig102,Digby 102,exact,MS. Digby 102,manuscript_4224,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4224,1,https://digital.bodleian.ox.ac.uk/objects/d381d1c9-92c3-49cc-bc09-19ac6a53ffb5/,collections/Digby/MS_Digby_102.xml
BodDig133,Digby 133,exact,MS. Digby 133,manuscript_4251,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4251,2,https://digital.bodleian.ox.ac.uk/objects/05e26b38-07b8-417c-b99e-b1bb1e023b65/ https://digital.bodleian.ox.ac.uk/objects/63dda127-8810-4ec2-95d6-ebcf880554ac/,collections/Digby/MS_Digby_133.xml
BodDig145,Digby 145,exact,MS. Digby 145,manuscript_4261,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4261,2,https://digital.bodleian.ox.ac.uk/objects/675474a5-74bd-4476-90fb-56da8bea27f6/ https://digital.bodleian.ox.ac.uk/objects/56f3c104-5e61-47ea-87dc-b8b8aa7db5e5/,collections/Digby/MS_Digby_145.xml
BodDig147,Digby 147,exact,MS. Digby 147,manuscript_4263,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4263,1,https://digital.bodleian.ox.ac.uk/objects/175174af-8302-44f1-bd79-80f367d99228/,collections/Digby/MS_Digby_147.xml
BodDig168,Digby 168,exact,MS. Digby 168,manuscript_4286,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4286,0,,collections/Digby/MS_Digby_168.xml
BodDig170,Digby 170,exact,MS. Digby 170,manuscript_4289,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4289,0,,collections/Digby/MS_Digby_170.xml
BodDig171,Digby 171,exact,MS. Digby 171,manuscript_4290,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4290,2,https://digital.bodleian.ox.ac.uk/objects/e8f40f5b-7d3a-4ab9-9b49-0c473a85b619/ https://digital.bodleian.ox.ac.uk/objects/1e690ddd-4b7a-4822-956d-a92e609847d9/,collections/Digby/MS_Digby_171.xml
BodDig172,Digby 172,exact,MS. Digby 172,manuscript_4291,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4291,0,,collections/Digby/MS_Digby_172.xml
BodDig181,Digby 181,exact,MS. Digby 181,manuscript_4301,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4301,1,https://digital.bodleian.ox.ac.uk/objects/e87e4ac4-fef9-4bfd-af7e-03ce79c983ed/,collections/Digby/MS_Digby_181.xml
BodDig185,Digby 185,exact,MS. Digby 185,manuscript_4305,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4305,2,https://digital.bodleian.ox.ac.uk/objects/f420a003-84ea-450c-95db-d1a3b7ea7b04/ https://digital.bodleian.ox.ac.uk/objects/2ceaead1-009e-4a83-a678-c2d485946fdd/,collections/Digby/MS_Digby_185.xml
BodDig186,Digby 186,exact,MS. Digby 186,manuscript_4306,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4306,0,,collections/Digby/MS_Digby_186.xml
BodDig196,Digby 196,exact,MS. Digby 196,manuscript_4315,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4315,1,https://digital.bodleian.ox.ac.uk/objects/00a6e88d-10ca-45bd-9650-0bb66a9c93dc/,collections/Digby/MS_Digby_196.xml
BodDig205,Digby 205,exact,MS. Digby 205,manuscript_4326,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4326,1,https://digital.bodleian.ox.ac.uk/objects/f969d10c-0516-442a-880c-bda17e5dd415/,collections/Digby/MS_Digby_205.xml
BodDig230,Digby 230,exact,MS. Digby 230,manuscript_4353,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4353,1,https://digital.bodleian.ox.ac.uk/objects/1f5f7abf-570a-44e3-9c0b-8e35f4b79985/,collections/Digby/MS_Digby_230.xml
BodDig232,Digby 232,exact,MS. Digby 232,manuscript_4355,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4355,1,https://digital.bodleian.ox.ac.uk/objects/d38cc739-f3f3-461b-b148-89ff83d04d48/,collections/Digby/MS_Digby_232.xml
BodDonC13,Don. C.13,exact,MS. Don. c. 13,manuscript_4453,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4453,1,https://digital.bodleian.ox.ac.uk/objects/58b97a8b-9664-4638-940d-43a014211248/,collections/Don/MS_Don_c_13.xml
BodDonE120,Don. e.120,exact,MS. Don. e. 120,manuscript_4464,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_4464,1,https://digital.bodleian.ox.ac.uk/objects/778b6349-dff3-4522-9766-380fe55e4569/,collections/Don/MS_Don_e_120.xml
